3650,314
3644,314.0
3652,314.0
3348,314.0
3697,314.0
3693,314.0
3682,314.0
3310,314.0
3659,314.0
3664,314.0
3514,314.0
3730,314.0
3702,314.0
3716,314.0
3727,314.0
3725-3726,314.0
3723,314.0
3720,314.0
3734,314.0
3736,314.0
3679,314.0
3700,314.0
3698,314.0
3292,314.0
3739,314.0
3722,314.0
3760,314.0
3756,314.0
3765,314.0
3771,314.0
3787,314.0
3778,314.0
3655,314.0
3732-3,314.0
3766,314.0
3454,314.0
3690,314.0
3708,314.0
3786,314.0
3580,314.0
3759,314.0
3749,314.0
3784,314.0
3738,314.0
3797-3798,314.0
3792,314.0
3755,314.0
3794-3795,314.0
3703,314.0
3814,314.0
3790,314.0
3800,314.0
3748,314.0
3721,314.0
3802,314.0
3803,314.0
3804,314.0
3773,314.0
3807,314.0
3822,314.0
3819,314.0
3882-3883-3884,314.0
3843,314.0
3849,314.0
3842,314.0
3847,314.0
3868,314.0
3875-3864,314.0
3793,314.0
3840,314.0
3841,314.0
3852,314.0
3806,314.0
3876-3877-3878,314.0
3745,314.0
3885,314.0
3851,314.0
3870,314.0
3890-3891-3892,314.0
3839,314.0
3838,314.0
3836,314.0
3835-3844,314.0
3753,314.0
3813,314.0
3900,314.0
3898,314.0
3923,314.0
3834,314.0
3258,314.0
3894,314.0
3979,314.0
3972,314.0
3951,314.0
3950,314.0
4005,314.0
3801,314.0
3258,314.0
3966,314.0
4008,314.0
3935,314.0
4012,314.0
3993-3994,314.0
3881,314.0
3981,314.0
3857,314.0
4065,314.0
4019,314.0
3768,314.0
4033-4034,314.0
4010,314.0
3980,314.0
3939,314.0
3848,314.0
3874,314.0
4052-4051,314.0
3887,314.0
3992,314.0
4038,314.0
4009,314.0
4016,314.0
4054,314.0
3997,314.0
2893,314.0
2892,314.0
4102,314.0
4062,314.0
3089-3153-4061,314.0
4095,314.0
3954,314.0
4093,314.0
4099,314.0
4006,314.0
4001,314.0
4003,314.0
3858,314.0
4040,314.0
4002,314.0
4000,314.0
4113,314.0
4071,314.0
4082,314.0
4110,314.0
4085,314.0
4003,314.0
3960,314.0
377,314.0
4053,314.0
4123,314.0
4139,314.0
4140,314.0
4127-4128-4129,314.0
4146,314.0
4092,314.0
4112,314.0
3821,314.0
4096,314.0
4187,314.0
4142,314.0
4143,314.0
4069,314.0
4141,314.0
4169,314.0
4170,314.0
3540,314.0
3542,314.0
3545,314.0
4145,314.0
